dataset,target_accuracy,distribution,alpha_dir,ppi_ci_lower,ppi_ci_upper,mean_cpp_lower,mean_cpp_upper
salary,0.1,IID,None,87.54070814162833,100.96329265853171,87.54070814162833,100.96329265853171
salary,0.2,IID,None,92.15923184636928,100.96329265853171,92.15923184636928,100.96329265853171
salary,0.3,IID,None,92.01490298059612,100.96329265853171,92.1111222244449,100.96329265853171
salary,0.4,IID,None,93.50630126025206,100.96329265853171,93.50630126025206,100.96329265853171
salary,0.5,IID,None,93.50630126025206,100.96329265853171,93.50630126025206,100.96329265853171
salary,0.6,IID,None,93.50630126025206,100.96329265853171,93.50630126025206,100.96329265853171
salary,0.7,IID,None,93.50630126025206,100.96329265853171,93.50630126025206,100.96329265853171
salary,0.8,IID,None,94.51660332066413,100.48219643928786,94.51660332066413,100.48219643928786
salary,0.9,IID,None,94.51660332066413,99.95299059811963,94.51660332066413,99.95299059811963
salary,1.0,IID,None,94.51660332066413,99.95299059811963,94.51660332066413,99.95299059811963
