dataset,target_accuracy,distribution,alpha_dir,ppi_ci_lower,ppi_ci_upper,mean_cpp_lower,mean_cpp_upper
stellar,0.1,Non-IID,1.0,0.9941484686159273,1.0067283983094155,0.9932606292070367,1.0074880890116915
stellar,0.1,Non-IID,0.1,0.9955642916245161,1.0081183963875993,0.930973590299711,0.9505968586492698
stellar,0.1,Non-IID,0.01,0.9941089951521811,1.0066801018911453,0.9906486743569269,1.010080724305325
stellar,0.2,Non-IID,1.0,0.9941485072461667,1.0067284183887562,0.9930988177185812,1.0067415022201152
stellar,0.2,Non-IID,0.1,0.9955642986514153,1.0081183844958643,0.9429277158837791,0.9604893792102082
stellar,0.2,Non-IID,0.01,0.9941090399822191,1.00668012804886,0.9917898881929214,1.0091091121038231
stellar,0.3,Non-IID,1.0,0.994148485583828,1.0067283773947096,0.9934913334564669,1.0065660261875393
stellar,0.3,Non-IID,0.1,0.9955642812323743,1.0081183475919289,0.9541187448269278,0.9696018078698466
stellar,0.3,Non-IID,0.01,0.9941090350453804,1.0066801040884552,0.9929853620591238,1.0081719247827483
stellar,0.4,Non-IID,1.0,0.9942741899263268,1.0068076879847927,1.001655656906165,1.0141937669879688
stellar,0.4,Non-IID,0.1,0.9953492388703762,1.0078546520317937,0.9672406867849601,0.9807583910722542
stellar,0.4,Non-IID,0.01,0.9938074372579588,1.006328618440566,0.9948301381687022,1.0078926574329539
stellar,0.5,Non-IID,1.0,0.9943758607350326,1.0066562013540745,1.0117916532922246,1.0237356263645727
stellar,0.5,Non-IID,0.1,0.99502802895869,1.007273557557797,0.9801254670986379,0.9916593120984485
stellar,0.5,Non-IID,0.01,0.9931907603150243,1.005453037954208,0.9975938159378269,1.0085384638993071
stellar,0.6,Non-IID,1.0,0.9947977928432752,1.0065854264433103,1.0196476939998764,1.0309074249450634
stellar,0.6,Non-IID,0.1,0.9948368409247945,1.006584232370892,0.9920435488777948,1.0016393523989242
stellar,0.6,Non-IID,0.01,0.9937518328584106,1.0055209825829667,1.0014282826020684,1.0102966036029184
stellar,0.7,Non-IID,1.0,0.9950119760001294,1.006054499192418,1.0239564079913126,1.0344362489464356
stellar,0.7,Non-IID,0.1,0.9945806869775491,1.0055659420902332,1.00285361333848,1.010605556544268
stellar,0.7,Non-IID,0.01,0.9942153189627347,1.0052288112925387,1.0051534608356836,1.0119670339504963
stellar,0.8,Non-IID,1.0,0.9955888210115127,1.0055375954188346,1.0225276009850872,1.0320679052814588
stellar,0.8,Non-IID,0.1,0.995902393741355,1.0058217871020354,1.0128559480924988,1.0189478119068553
stellar,0.8,Non-IID,0.01,0.9950380738157983,1.004965011179428,1.009507542016137,1.0143104939262995
stellar,0.9,Non-IID,1.0,0.9958853813616237,1.0043026450822132,1.0163482621412983,1.0245658448409234
stellar,0.9,Non-IID,0.1,0.9969498063161958,1.0053312549056503,1.0220154415006104,1.0267247241984565
stellar,0.9,Non-IID,0.01,0.9962332485187083,1.0046389174511865,1.014606434887342,1.0175958074413056
stellar,1.0,Non-IID,1.0,0.9970803293677507,1.0031217042331972,1.0102800097828992,1.016380445742938
stellar,1.0,Non-IID,0.1,0.9974094234753159,1.003447965988126,1.029652418479112,1.0335808170685252
stellar,1.0,Non-IID,0.01,0.9970710492704803,1.0031114474043412,1.018692616518437,1.0205966535238655
