dataset,fixed_accuracy,labeled_ratio,distribution,alpha_dir,ppi_ci_lower,ppi_ci_upper,mean_cpp_lower,mean_cpp_upper
stellar,0.5,0.1,IID,None,0.9838341457177513,1.005047179054548,0.9835302695753736,1.0047337512395567
stellar,0.5,0.2,IID,None,0.9908834892932948,1.0059279775385783,0.9909060983985181,1.0059594000959196
stellar,0.5,0.3,IID,None,0.9907959238357518,1.0030814836511688,0.9910484586432405,1.0033553209013537
stellar,0.5,0.4,IID,None,0.9935472709103138,1.0041917094024462,0.9937590277510352,1.004437155339286
stellar,0.5,0.5,IID,None,0.9928840718971028,1.0024167526368093,0.9929739699000283,1.0025522530729165
