dataset,target_accuracy,distribution,alpha_dir,ppi_ci_lower,ppi_ci_upper,mean_cpp_lower,mean_cpp_upper
stellar,0.1,IID,None,0.9894960102082123,1.0020866544521754,0.9894939148083696,1.0020881848586916
stellar,0.2,IID,None,0.9894960317208271,1.0020866570091729,0.9894950857734385,1.0020870379623985
stellar,0.3,IID,None,0.9894960674663668,1.0020866743526864,0.9894952121413322,1.0020869646818718
stellar,0.4,IID,None,0.9899124489242903,1.0024547843707345,0.9899770701879397,1.0025221983670227
stellar,0.5,IID,None,0.9907959238357518,1.0030814836511688,0.9910484586432405,1.0033553209013537
stellar,0.6,IID,None,0.9911074943754642,1.0028935165226296,0.9912812743864986,1.0031303181723086
stellar,0.7,IID,None,0.9917982007293198,1.0028098128136167,0.9922250301674435,1.003368018035947
stellar,0.8,IID,None,0.9929751308847333,1.0029033795476139,0.9934400404124054,1.003606745638269
stellar,0.9,IID,None,0.9936148893598941,1.0020095573130667,0.9939499936516866,1.0027508009625736
stellar,1.0,IID,None,0.9960134177691206,1.002055993369688,0.9965666810280794,1.003359559349384
